,danceability,energy,key,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
4621,0.637,0.416,2,1,0.0269,0.434,0.0,0.139,0.588,145.922
4622,0.526,0.816,7,1,0.0421,0.0285,0.0,0.22,0.414,144.032
4623,0.759,0.245,6,1,0.138,0.515,0.000154,0.102,0.209,96.992
4624,0.43,0.546,5,0,0.039,0.614,2.51e-05,0.0393,0.369,104.061
4625,0.757,0.632,2,1,0.0549,0.499,0.0,0.0723,0.742,122.936
4626,0.757,0.838,11,0,0.0978,0.00182,0.0502,0.0788,0.577,120.033
4627,0.53,0.526,7,1,0.0263,0.199,3.52e-06,0.232,0.323,79.025
4628,0.449,0.869,9,1,0.152,0.0087,0.159,0.311,0.215,104.991
4629,0.489,0.641,7,1,0.0282,0.0592,0.0,0.0857,0.303,136.095
4630,0.379,0.608,0,0,0.134,0.00311,0.000614,0.248,0.241,81.822
4631,0.671,0.428,4,0,0.124,0.682,0.0002,0.121,0.36,148.041
4632,0.608,0.949,4,0,0.0733,0.000337,0.8,0.157,0.503,139.994
4633,0.483,0.28,0,0,0.224,0.119,0.597,0.316,0.083,138.287
4634,0.359,0.784,7,1,0.0438,0.0181,2.72e-05,0.0989,0.444,78.494
4635,0.469,0.983,4,1,0.145,6.45e-06,0.00017,0.706,0.398,130.019
4636,0.504,0.327,4,1,0.0367,0.902,7.63e-06,0.445,0.299,132.803
4637,0.653,0.875,6,1,0.0366,0.291,0.0,0.054,0.775,100.047
4638,0.624,0.863,7,0,0.03,3.78e-06,0.945,0.0849,0.0394,119.993
4639,0.694,0.952,2,1,0.0722,0.597,0.00016,0.0513,0.833,126.29
4640,0.433,0.337,2,1,0.0383,0.691,0.0,0.0873,0.243,71.569
4641,0.92,0.674,1,0,0.264,0.307,0.0,0.104,0.741,141.967
4642,0.346,0.99,2,1,0.154,0.023,0.85,0.091,0.103,111.602
4643,0.508,0.434,0,0,0.0401,0.758,0.0025,0.0962,0.665,113.591
4644,0.199,0.755,11,0,0.0866,0.728,9.82e-05,0.131,0.362,178.627
4645,0.769,0.258,2,1,0.0418,0.923,0.0486,0.111,0.806,115.782
4646,0.582,0.975,7,1,0.185,0.0981,3.84e-06,0.081,0.587,192.041
4647,0.341,0.984,7,1,0.305,0.0448,0.00555,0.641,0.0314,102.763
4648,0.254,0.755,6,1,0.0435,0.00966,0.824,0.341,0.0526,133.057
4649,0.299,0.954,9,1,0.305,0.00528,0.000103,0.0907,0.435,185.233
4650,0.436,0.653,11,0,0.0736,0.00022,0.854,0.0993,0.258,139.972
4651,0.542,0.965,8,0,0.244,0.0408,0.0,0.737,0.0872,150.083
4652,0.855,0.668,11,1,0.0644,0.0242,0.0,0.102,0.803,125.846
4653,0.558,0.125,10,1,0.0501,0.911,0.32,0.104,0.14,121.988
4654,0.199,0.117,7,1,0.0416,0.896,0.93,0.0958,0.0541,65.577
4655,0.852,0.691,6,0,0.139,0.0375,0.0,0.0517,0.658,61.115
4656,0.29,0.996,6,1,0.179,7.89e-06,0.000143,0.18,0.0414,123.732
4657,0.293,0.47,10,1,0.0512,0.0584,0.877,0.143,0.0757,120.341
4658,0.781,0.48,11,1,0.0364,0.815,0.00928,0.0808,0.884,98.02
4659,0.281,0.954,1,1,0.15,0.000482,0.0069,0.34,0.141,169.889
4660,0.563,0.722,6,1,0.0407,0.313,0.0,0.393,0.801,150.039
4661,0.307,0.371,3,1,0.0288,0.923,0.0253,0.11,0.189,115.241
4662,0.405,0.99,9,1,0.15,1.44e-05,0.048,0.124,0.282,159.053
4663,0.563,0.887,1,1,0.0857,0.0297,0.0,0.352,0.794,158.05
4664,0.569,0.649,6,1,0.0348,0.226,0.0,0.238,0.57,94.021
4665,0.12,0.0436,4,1,0.0383,0.79,0.889,0.112,0.0361,72.339
4666,0.852,0.731,2,1,0.0887,0.0013,0.761,0.333,0.338,99.995
4667,0.729,0.911,0,1,0.045,0.00205,1.39e-06,0.295,0.74,127.087
4668,0.423,0.921,7,1,0.0734,5.37e-06,0.903,0.179,0.187,131.011
4669,0.427,0.745,2,1,0.0317,0.0329,0.0,0.139,0.507,153.606
4670,0.179,0.048,6,1,0.0469,0.889,0.974,0.0775,0.0278,72.93
4671,0.586,0.75,11,0,0.0515,0.119,0.000171,0.109,0.143,159.967
4672,0.311,0.959,6,0,0.107,0.000505,0.00012,0.328,0.336,149.406
4673,0.289,0.901,7,1,0.155,0.183,3.42e-05,0.287,0.617,109.135
4674,0.0873,0.902,0,1,0.0788,4.51e-06,0.867,0.0996,0.214,86.531
4675,0.61,0.822,0,1,0.0355,0.0171,1.88e-06,0.093,0.437,93.993
4676,0.57,0.939,5,0,0.0789,0.00719,1.08e-06,0.0462,0.801,103.983
4677,0.308,0.628,2,1,0.0347,0.000485,0.891,0.105,0.0991,91.211
4678,0.68,0.882,11,1,0.236,0.406,0.0,0.241,0.386,97.943
4679,0.508,0.257,7,0,0.0426,0.69,0.000145,0.176,0.23,159.612
4680,0.504,0.562,8,1,0.0489,0.54,5.72e-06,0.97,0.578,97.61
4681,0.886,0.427,6,1,0.145,0.0312,0.00099,0.0906,0.23,108.034
4682,0.637,0.836,2,1,0.0789,0.0264,0.0,0.0958,0.898,184.04
4683,0.431,0.81,7,1,0.0958,0.299,0.0,0.249,0.674,110.118
4684,0.747,0.834,3,0,0.045,0.374,0.0,0.0586,0.687,128.005
4685,0.791,0.862,9,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994
4686,0.521,0.849,5,1,0.318,0.168,0.0,0.289,0.431,122.852
4687,0.409,0.765,11,1,0.0412,0.0249,6.16e-06,0.104,0.5,83.093
4688,0.729,0.615,4,1,0.0647,0.378,0.0,0.105,0.508,99.989
4689,0.679,0.902,8,1,0.0303,0.0484,0.155,0.645,0.493,108.995
4690,0.695,0.762,0,1,0.0395,0.192,0.00244,0.0863,0.553,120.042
4691,0.662,0.521,1,1,0.0309,0.252,0.0,0.104,0.383,128.414
4692,0.709,0.824,1,1,0.0453,0.207,0.000307,0.0888,0.867,118.814
4693,0.527,0.723,1,1,0.0411,0.217,0.0,0.037,0.888,160.465
4694,0.141,0.0282,7,0,0.0454,0.98,0.906,0.104,0.0658,145.22
4695,0.503,0.78,3,1,0.0323,0.522,0.16,0.138,0.737,137.936
4696,0.719,0.847,0,0,0.0916,0.00201,0.0204,0.221,0.444,127.963
4697,0.473,0.82,8,1,0.0408,0.031,1.55e-05,0.0414,0.678,84.893
4698,0.58,0.788,0,1,0.0319,0.0226,1.4e-05,0.102,0.898,131.406
4699,0.385,0.1,2,1,0.043,0.96,0.198,0.11,0.199,54.041
4700,0.56,0.886,5,0,0.0688,0.00941,0.867,0.1,0.393,124.052
4701,0.476,0.868,0,1,0.356,0.101,1.89e-05,0.0857,0.643,162.048
4702,0.19,0.0425,10,1,0.0475,0.977,0.978,0.094,0.034,67.561
4703,0.774,0.575,10,0,0.173,0.00521,0.0,0.194,0.665,102.858
4704,0.745,0.718,9,0,0.183,0.197,0.0,0.134,0.539,151.097
4705,0.602,0.79,8,1,0.0355,0.026,7.43e-05,0.162,0.274,108.008
4706,0.735,0.235,3,1,0.315,0.698,0.00604,0.107,0.462,62.446
4707,0.821,0.434,10,0,0.118,0.434,0.0,0.128,0.241,120.012
4708,0.491,0.566,0,0,0.0319,0.00933,0.000226,0.114,0.184,124.092
4709,0.655,0.699,11,1,0.0493,0.0352,0.0,0.064,0.802,86.704
4710,0.186,0.985,3,1,0.142,3.85e-06,0.839,0.344,0.144,156.034
4711,0.707,0.632,10,1,0.0789,0.103,1.09e-05,0.0841,0.372,97.04
4712,0.351,0.771,2,0,0.129,0.0857,0.0216,0.123,0.287,170.524
4713,0.269,0.876,0,1,0.0543,0.00942,0.674,0.0268,0.41,95.376
4714,0.652,0.671,4,0,0.315,0.00402,2.89e-05,0.598,0.518,159.963
4715,0.258,0.191,11,1,0.0341,0.359,0.805,0.0831,0.0394,103.286
4716,0.606,0.775,5,0,0.0671,0.262,0.0,0.1,0.307,164.02
4717,0.7,0.554,1,1,0.187,0.219,1.36e-06,0.419,0.0633,97.127
4718,0.307,0.0242,1,0,0.038,0.979,0.962,0.204,0.474,106.994
4719,0.72,0.709,9,1,0.032,0.0278,0.0,0.358,0.476,108.012
4720,0.824,0.588,6,0,0.0924,0.692,0.000104,0.149,0.513,98.027
4721,0.131,0.146,9,0,0.0466,0.991,0.889,0.097,0.146,182.395
4722,0.695,0.782,2,1,0.0629,0.223,0.0,0.0773,0.595,99.992
4723,0.672,0.827,6,0,0.0693,0.101,0.0,0.16,0.58,127.076
4724,0.715,0.584,8,1,0.0296,0.432,1.41e-06,0.095,0.61,90.987
4725,0.317,0.277,10,1,0.0326,0.886,0.95,0.101,0.0391,140.004
4726,0.61,0.817,0,1,0.0331,0.0151,9.09e-06,0.0998,0.688,115.036
4727,0.598,0.834,5,1,0.157,0.432,0.0,0.611,0.883,84.046
4728,0.631,0.358,3,1,0.0255,0.774,3.84e-05,0.107,0.185,132.013
4729,0.381,0.68,1,1,0.162,0.0876,0.00147,0.168,0.167,162.246
4730,0.674,0.943,0,1,0.0408,0.0159,0.0,0.504,0.856,118.06
4731,0.668,0.829,11,0,0.0334,0.00572,0.0,0.358,0.648,127.0
4732,0.452,0.24,1,1,0.0351,0.912,2.45e-06,0.175,0.701,134.005
4733,0.429,0.43,2,1,0.165,0.337,1.18e-05,0.138,0.125,174.984
4734,0.488,0.744,2,0,0.131,0.0353,0.0,0.0952,0.59,180.007
4735,0.491,0.839,6,0,0.0897,0.00104,0.0841,0.113,0.271,160.248
4736,0.744,0.714,8,1,0.0393,0.00373,0.0,0.303,0.622,104.986
4737,0.69,0.663,8,0,0.0352,0.106,0.0,0.0659,0.285,122.041
4738,0.63,0.62,4,1,0.0331,0.274,0.852,0.15,0.585,109.983
4739,0.913,0.608,10,0,0.234,0.0671,0.0,0.533,0.578,97.063
4740,0.816,0.813,6,0,0.0664,0.0662,2.77e-06,0.602,0.436,127.979
4741,0.559,0.414,9,0,0.351,0.0445,0.0,0.204,0.472,155.949
4742,0.231,0.944,4,1,0.106,4.04e-06,0.798,0.0632,0.155,114.928
4743,0.481,0.95,10,0,0.0817,2.65e-06,0.723,0.185,0.265,107.486
4744,0.878,0.757,2,1,0.0541,0.00539,1.36e-06,0.0774,0.746,95.869
4745,0.696,0.921,0,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001
4746,0.617,0.684,0,1,0.0439,0.0545,0.0,0.104,0.295,132.113
4747,0.475,0.718,0,1,0.034,0.0373,0.0,0.326,0.453,157.722
4748,0.734,0.698,9,1,0.0331,0.473,8.02e-05,0.297,0.605,114.031
4749,0.671,0.808,2,0,0.0652,0.02,0.0,0.134,0.637,121.956
4750,0.783,0.662,7,1,0.0415,0.126,0.0,0.101,0.523,96.987
4751,0.431,0.0164,7,1,0.114,0.995,0.927,0.111,0.404,64.702
4752,0.0777,0.083,0,1,0.0436,0.93,0.707,0.0843,0.0394,175.335
4753,0.484,0.804,5,1,0.0912,0.000837,9.29e-06,0.17,0.391,119.838
4754,0.657,0.695,2,1,0.0321,0.0108,0.0,0.0822,0.683,65.997
4755,0.713,0.419,0,0,0.0333,0.0533,0.0271,0.172,0.446,97.525
4756,0.405,0.95,2,1,0.0482,0.000785,0.0368,0.323,0.568,169.903
4757,0.772,0.769,1,1,0.0465,0.00233,0.724,0.0802,0.211,135.976
4758,0.858,0.398,1,1,0.0598,0.00888,0.0,0.112,0.258,97.476
4759,0.481,0.849,4,1,0.0385,0.00167,1.49e-06,0.121,0.723,205.57
4760,0.614,0.68,6,1,0.0289,0.369,1.84e-06,0.115,0.707,149.959
4761,0.86,0.516,9,0,0.288,0.343,0.833,0.239,0.236,127.902
4762,0.867,0.663,10,0,0.178,0.443,0.0,0.117,0.481,121.978
4763,0.471,0.947,10,0,0.0643,3.37e-05,0.268,0.0953,0.296,140.047
4764,0.771,0.695,2,1,0.0627,0.00011,0.675,0.0359,0.597,123.996
4765,0.913,0.261,10,0,0.0664,0.21,0.0,0.0768,0.802,89.986
4766,0.634,0.433,2,1,0.0256,0.864,0.00858,0.102,0.268,101.791
4767,0.495,0.756,4,0,0.655,0.0409,2.67e-05,0.102,0.217,87.396
4768,0.587,0.551,10,0,0.129,0.156,0.0,0.167,0.432,99.984
4769,0.493,0.914,3,0,0.386,0.393,0.0,0.353,0.519,173.694
4770,0.775,0.68,0,0,0.0629,0.00906,0.0,0.109,0.656,114.025
4771,0.73,0.534,8,1,0.0442,0.0236,0.000934,0.149,0.534,135.947
4772,0.567,0.839,6,0,0.0698,0.0489,0.0,0.103,0.903,160.062
4773,0.641,0.721,11,0,0.0451,0.413,7.15e-06,0.246,0.753,67.055
4774,0.74,0.546,7,0,0.0498,0.0159,8.41e-05,0.209,0.375,130.028
4775,0.84,0.637,4,0,0.035,0.142,0.831,0.127,0.117,124.003
4776,0.543,0.589,4,1,0.0421,0.0236,2.99e-05,0.0798,0.255,129.813
4777,0.836,0.768,6,0,0.0969,0.0295,0.0,0.513,0.613,95.025
4778,0.667,0.614,10,1,0.0314,0.0663,0.0,0.111,0.161,113.979
4779,0.775,0.825,7,1,0.0464,0.0506,1.03e-06,0.111,0.95,139.091
4780,0.722,0.697,10,1,0.0404,0.239,0.0,0.062,0.487,120.132
4781,0.703,0.68,3,1,0.234,0.0203,0.0,0.151,0.596,147.929
4782,0.83,0.584,4,0,0.0361,0.168,0.0,0.176,0.925,90.992
4783,0.699,0.718,11,0,0.0967,0.0116,0.0,0.329,0.368,93.016
4784,0.533,0.246,9,1,0.0466,0.907,0.894,0.112,0.0886,87.016
4785,0.573,0.59,0,1,0.0344,0.298,0.0,0.105,0.375,130.016
4786,0.629,0.73,1,0,0.0353,0.148,9.78e-06,0.0943,0.232,140.053
4787,0.68,0.225,5,1,0.0543,0.956,6.38e-05,0.12,0.832,102.481
4788,0.701,0.498,7,0,0.0407,0.165,6.93e-06,0.143,0.588,74.998
4789,0.781,0.828,8,0,0.0509,0.447,0.849,0.0862,0.708,135.022
4790,0.757,0.672,0,0,0.0955,0.0186,0.0,0.158,0.382,111.996
4791,0.894,0.511,2,1,0.42,0.0251,0.0,0.14,0.568,120.08
4792,0.544,0.687,9,0,0.0342,0.313,0.826,0.0817,0.153,137.87
4793,0.619,0.888,8,1,0.0719,0.011,0.0,0.101,0.442,124.029
4794,0.603,0.497,1,1,0.04,0.972,0.916,0.124,0.632,139.889
4795,0.329,0.995,6,1,0.069,0.000972,0.855,0.334,0.0685,94.355
4796,0.611,0.948,1,0,0.0753,0.00183,0.0995,0.0969,0.79,133.004
4797,0.664,0.642,6,1,0.038,0.129,0.0,0.114,0.501,118.002
4798,0.761,0.598,10,0,0.182,0.128,0.0,0.0839,0.447,173.897
4799,0.535,0.909,8,1,0.078,0.000495,0.00456,0.264,0.376,105.006
4800,0.421,0.873,10,1,0.0565,0.0653,0.0,0.123,0.63,84.803
4801,0.48,0.94,9,1,0.0682,0.000777,0.677,0.173,0.628,99.987
4802,0.533,0.907,11,1,0.0406,0.0292,0.0,0.386,0.7,150.99
4803,0.656,0.783,5,0,0.102,0.0592,0.191,0.371,0.577,119.989
4804,0.656,0.542,7,1,0.323,0.0484,0.0,0.126,0.551,166.111
4805,0.743,0.571,7,0,0.145,0.24,0.0,0.291,0.495,119.054
4806,0.505,0.68,7,1,0.0713,0.0796,0.0,0.0465,0.539,168.021
4807,0.662,0.913,1,1,0.0739,0.0122,0.000251,0.732,0.396,131.98
4808,0.85,0.405,7,0,0.225,0.119,0.000118,0.0707,0.344,139.976
4809,0.393,0.114,9,1,0.0365,0.993,0.888,0.147,0.385,129.119
4810,0.843,0.795,7,1,0.102,0.00304,0.0325,0.0731,0.066,115.997
4811,0.351,0.968,0,1,0.0821,0.00973,7.35e-05,0.126,0.311,164.989
4812,0.736,0.719,8,1,0.0357,0.256,0.0,0.0909,0.656,90.013
4813,0.43,0.583,0,1,0.0643,0.156,0.00595,0.46,0.33,126.264
4814,0.713,0.419,0,0,0.0333,0.0533,0.0271,0.172,0.446,97.525
4815,0.526,0.85,10,0,0.0313,0.023,0.0,0.0948,0.338,141.973
4816,0.747,0.716,11,0,0.075,0.135,0.0,0.251,0.751,125.008
4817,0.586,0.909,8,1,0.0705,0.0891,0.000109,0.119,0.757,93.394
4818,0.706,0.679,9,1,0.0324,0.139,6.98e-05,0.465,0.657,140.081
4819,0.611,0.539,7,1,0.411,0.0485,0.0,0.127,0.627,82.766
4820,0.944,0.76,11,0,0.0851,0.116,0.0,0.113,0.545,98.001
4821,0.691,0.921,8,0,0.0533,0.173,0.0,0.331,0.8,130.072
4822,0.939,0.305,8,0,0.354,0.35,0.000169,0.105,0.563,100.029
4823,0.36,0.958,9,1,0.0694,0.0313,0.348,0.103,0.331,83.035
4824,0.439,0.219,9,1,0.0429,0.99,0.93,0.114,0.226,75.348
4825,0.394,0.977,1,1,0.0662,0.00446,0.926,0.11,0.217,130.011
4826,0.504,0.705,6,0,0.0665,0.00121,4.12e-06,0.453,0.567,108.965
4827,0.547,0.741,7,1,0.125,0.338,0.0,0.0602,0.495,120.875
4828,0.522,0.936,4,0,0.049,0.00107,0.164,0.054,0.915,75.014
4829,0.263,0.982,1,1,0.108,2.72e-06,0.68,0.338,0.151,116.286
4830,0.847,0.678,9,1,0.109,0.0669,0.0,0.274,0.811,97.984
4831,0.253,0.98,7,0,0.131,7.77e-05,0.0181,0.243,0.417,135.091
4832,0.461,0.802,0,1,0.0325,0.112,0.0,0.116,0.342,144.518
4833,0.651,0.773,7,1,0.0366,0.318,0.0,0.27,0.69,83.995
4834,0.481,0.609,9,0,0.0317,0.000701,0.00435,0.0967,0.198,119.758
4835,0.852,0.655,5,0,0.0645,0.107,2.07e-05,0.137,0.952,115.962
4836,0.457,0.969,11,0,0.0768,0.00216,0.0239,0.0561,0.283,90.095
4837,0.357,0.968,11,1,0.17,0.00073,0.506,0.0611,0.469,127.495
4838,0.771,0.636,4,0,0.0738,0.000186,0.403,0.273,0.636,104.013
4839,0.643,0.712,3,1,0.0476,0.311,0.0,0.151,0.534,92.037
4840,0.439,0.652,8,1,0.0827,0.039,0.0,0.384,0.379,160.931
4841,0.167,0.992,4,1,0.0925,1.08e-05,0.00412,0.327,0.173,170.159
4842,0.47,0.882,6,1,0.0638,0.00347,1.62e-06,0.372,0.328,164.04
4843,0.616,0.697,3,1,0.0295,0.326,2.18e-05,0.0827,0.68,148.93
4844,0.635,0.619,11,0,0.0376,0.0308,0.15,0.144,0.429,92.995
4845,0.856,0.932,1,1,0.604,0.628,0.0,0.492,0.693,86.536
4846,0.746,0.401,5,0,0.0341,0.23,0.716,0.0815,0.153,113.36
4847,0.467,0.645,1,0,0.0364,0.101,0.00524,0.144,0.71,127.947
4848,0.0806,0.157,0,0,0.0441,0.928,0.858,0.105,0.0326,172.835
4849,0.598,0.853,9,1,0.0546,0.132,0.00298,0.132,0.315,122.012
4850,0.706,0.558,2,0,0.0593,0.146,0.0,0.118,0.227,110.443
4851,0.539,0.00825,7,1,0.053,0.995,0.963,0.0749,0.42,129.066
4852,0.765,0.771,7,1,0.347,0.0115,0.00237,0.606,0.394,194.072
4853,0.411,0.903,2,1,0.144,0.0544,0.0,0.104,0.614,180.078
4854,0.624,0.452,0,1,0.0681,0.315,1.02e-05,0.311,0.724,199.775
4855,0.41,0.9,0,0,0.0656,0.0167,1.09e-05,0.339,0.558,176.962
4856,0.487,0.886,4,0,0.0548,0.00284,0.000512,0.221,0.473,137.895
4857,0.707,0.867,4,1,0.0339,0.221,0.00039,0.268,0.649,110.996
4858,0.232,0.65,9,1,0.0428,1.02e-05,0.855,0.141,0.172,115.046
4859,0.388,0.694,5,1,0.0735,0.118,0.000293,0.082,0.365,145.434
4860,0.481,0.496,8,1,0.0262,0.588,0.0,0.132,0.453,89.839
4861,0.792,0.73,11,1,0.0698,0.0623,2.66e-05,0.089,0.616,128.029
4862,0.69,0.329,7,1,0.0745,0.00261,0.792,0.312,0.622,140.012
4863,0.324,0.943,2,1,0.0747,0.000432,0.905,0.319,0.274,162.047
4864,0.526,0.966,2,1,0.3,0.0257,0.000195,0.336,0.221,185.083
4865,0.741,0.718,7,1,0.415,0.283,2.21e-06,0.23,0.576,165.848
4866,0.668,0.857,7,0,0.0535,0.0191,6.71e-06,0.0385,0.748,131.959
4867,0.329,0.478,1,1,0.0304,0.0901,0.57,0.0828,0.0738,111.821
4868,0.613,0.564,8,1,0.0251,0.134,1.65e-06,0.0585,0.538,78.388
4869,0.711,0.739,7,0,0.129,0.114,0.0,0.226,0.43,136.919
4870,0.563,0.916,6,0,0.111,0.000509,0.759,0.0686,0.192,112.249
4871,0.15,0.963,0,1,0.119,2.65e-05,0.000778,0.11,0.123,143.391
4872,0.48,0.0161,2,0,0.0498,0.944,0.863,0.114,0.549,127.938
4873,0.925,0.443,1,1,0.264,0.0172,0.0,0.276,0.35,136.078
4874,0.136,0.732,9,1,0.0415,0.0334,0.962,0.173,0.443,100.026
4875,0.389,0.952,9,1,0.0652,1.88e-05,0.00681,0.0926,0.337,159.942
4876,0.811,0.726,2,1,0.323,0.362,1.88e-06,0.121,0.57,150.061
4877,0.735,0.699,0,0,0.084,0.121,2.82e-05,0.0809,0.603,129.944
4878,0.732,0.243,0,1,0.0435,0.939,0.0,0.111,0.106,102.087
4879,0.251,0.00336,2,0,0.0435,0.92,0.0234,0.119,0.0483,119.827
4880,0.68,0.791,5,0,0.0464,4.99e-05,0.883,0.137,0.434,123.973
4881,0.196,0.102,4,0,0.0406,0.983,0.887,0.0867,0.062,170.351
4882,0.443,0.533,0,1,0.0396,0.371,0.0,0.128,0.201,77.342
4883,0.524,0.99,7,1,0.396,0.0225,0.000102,0.103,0.178,179.95
4884,0.23,0.897,3,0,0.104,0.000683,0.0718,0.178,0.047,107.402
4885,0.689,0.382,5,1,0.0272,0.837,0.0,0.108,0.335,107.244
4886,0.661,0.751,7,1,0.0481,0.0571,0.0,0.105,0.875,109.995
4887,0.592,0.926,7,1,0.126,0.0775,0.0,0.187,0.432,99.018
4888,0.706,0.789,9,1,0.0415,0.00381,0.00374,0.206,0.26,104.0
4889,0.797,0.0832,11,1,0.203,0.484,0.81,0.239,0.51,160.048
4890,0.513,0.662,8,1,0.0293,0.195,0.0,0.101,0.261,134.128
4891,0.652,0.557,1,0,0.0318,0.74,0.0,0.124,0.483,150.073
4892,0.647,0.646,9,0,0.243,0.0424,0.0,0.0888,0.721,92.981
4893,0.923,0.599,6,1,0.238,0.07,1.23e-06,0.0951,0.667,138.024
4894,0.736,0.369,9,0,0.0688,0.334,0.0,0.126,0.235,140.005
4895,0.738,0.87,1,0,0.0844,0.0124,0.0,0.14,0.845,89.988
4896,0.506,0.897,9,1,0.26,0.146,0.000451,0.0868,0.525,188.03
4897,0.647,0.478,8,1,0.0782,0.547,2.69e-05,0.156,0.333,135.877
4898,0.753,0.817,0,1,0.295,0.00715,0.0133,0.058,0.861,104.982
4899,0.525,0.567,0,0,0.176,0.0877,0.0,0.0774,0.685,96.926
4900,0.449,0.915,6,0,0.0944,7.74e-06,0.00284,0.296,0.275,136.036
4901,0.519,0.57,1,1,0.202,0.0254,0.0,0.0821,0.317,164.155
4902,0.706,0.557,0,1,0.0813,0.0347,0.0,0.276,0.205,132.98
4903,0.679,0.715,9,1,0.0407,0.0755,0.0,0.271,0.571,127.435
4904,0.377,0.566,11,1,0.044,0.134,0.0,0.135,0.222,154.875
4905,0.733,0.752,6,0,0.034,0.263,0.0,0.157,0.763,87.996
4906,0.584,0.524,4,1,0.0287,0.335,0.0,0.11,0.389,143.863
4907,0.722,0.821,1,0,0.165,0.073,0.0,0.631,0.721,127.944
4908,0.812,0.739,1,1,0.228,0.0788,0.0,0.123,0.715,147.933
4909,0.775,0.719,7,0,0.0435,0.132,1.79e-06,0.0662,0.712,117.513
4910,0.651,0.941,10,1,0.147,0.277,2.22e-06,0.163,0.555,89.993
4911,0.841,0.522,10,0,0.049,0.0168,1.37e-06,0.188,0.616,99.059
4912,0.736,0.846,7,1,0.104,0.0188,0.919,0.0656,0.799,132.098
4913,0.633,0.793,7,1,0.33,0.0901,0.0,0.0739,0.669,164.016
4914,0.0734,0.721,2,1,0.29,0.000305,0.688,0.537,0.0368,82.113
4915,0.624,0.863,7,0,0.03,3.78e-06,0.945,0.0849,0.0394,119.993
4916,0.514,0.742,8,1,0.0258,0.27,1.7e-06,0.085,0.47,101.0
4917,0.125,0.34,11,0,0.0308,0.215,0.917,0.0946,0.0346,94.06
4918,0.169,0.00183,0,1,0.0475,0.293,0.836,0.117,0.04,122.417
4919,0.622,0.763,9,1,0.0263,0.055,8.91e-06,0.315,0.621,102.0
4920,0.166,0.171,5,0,0.0355,0.905,0.966,0.13,0.0377,70.005
4921,0.657,0.547,7,1,0.0472,0.00715,0.727,0.414,0.0849,144.984
4922,0.486,0.694,0,1,0.141,0.574,0.0,0.125,0.248,109.41
4923,0.164,0.927,1,1,0.0624,3.23e-06,0.603,0.0895,0.24,183.484
4924,0.793,0.607,4,0,0.082,0.218,4.95e-06,0.348,0.15,140.992
4925,0.602,0.631,4,1,0.033,0.332,0.0,0.12,0.472,138.387
4926,0.624,0.424,1,1,0.24,0.284,0.0,0.173,0.584,76.669
4927,0.778,0.573,10,0,0.251,0.015,0.0,0.464,0.269,140.114
4928,0.615,0.871,1,1,0.281,0.0388,0.0,0.246,0.338,119.149
4929,0.179,0.998,2,1,0.243,1.35e-05,0.0387,0.976,0.0579,127.745
4930,0.347,0.946,8,0,0.0766,3.71e-05,0.00037,0.242,0.335,160.027
4931,0.507,0.665,0,1,0.0474,0.0144,0.0,0.0759,0.4,126.879
4932,0.7,0.925,2,1,0.493,0.0475,0.0,0.13,0.676,93.456
4933,0.839,0.665,1,1,0.232,0.144,0.0,0.132,0.583,130.046
4934,0.279,0.742,4,0,0.0898,0.000185,0.0,0.593,0.328,189.868
4935,0.778,0.547,2,1,0.0489,0.346,0.000302,0.132,0.441,95.002
4936,0.624,0.407,7,1,0.0243,0.543,0.0129,0.0971,0.709,96.527
4937,0.4,0.795,10,0,0.461,0.119,0.0,0.159,0.702,190.097
4938,0.823,0.49,7,1,0.429,0.0369,1.16e-06,0.0807,0.307,165.949
4939,0.603,0.376,1,1,0.0288,0.807,0.0,0.108,0.538,139.995
4940,0.376,0.971,0,1,0.0587,4.25e-05,5.44e-05,0.0695,0.253,182.131
4941,0.733,0.389,10,0,0.0738,0.0513,0.0,0.141,0.244,157.878
4942,0.545,0.836,6,1,0.0281,1.04e-05,0.000129,0.413,0.449,105.925
4943,0.418,0.145,9,1,0.0345,0.983,0.853,0.094,0.282,112.523
4944,0.413,0.82,8,1,0.0514,0.000651,0.864,0.112,0.292,130.156
4945,0.886,0.672,1,1,0.188,0.0363,8.78e-06,0.101,0.526,91.976
4946,0.281,0.58,9,1,0.0323,0.333,0.0,0.122,0.282,151.568
4947,0.653,0.711,9,1,0.0623,0.109,0.0,0.443,0.769,160.048
4948,0.443,0.817,7,1,0.0511,0.318,0.0,0.374,0.652,168.1
4949,0.54,0.688,8,1,0.0304,0.0732,0.0,0.0804,0.524,143.888
4950,0.507,0.328,4,0,0.0306,0.911,0.858,0.105,0.208,114.769
4951,0.736,0.449,1,0,0.425,0.33,0.000162,0.0898,0.326,80.126
4952,0.655,0.56,9,1,0.0486,0.749,0.0,0.115,0.599,140.975
4953,0.685,0.735,4,0,0.0334,0.191,0.038,0.188,0.385,94.035
4954,0.56,0.869,3,1,0.0387,0.024,2.94e-06,0.136,0.519,136.001
4955,0.616,0.789,7,0,0.0377,0.053,0.0,0.142,0.621,83.066
4956,0.529,0.273,7,0,0.0339,0.782,0.0339,0.0915,0.349,65.237
