,target
9266,0
9267,0
9268,0
9269,0
9270,0
9271,1
9272,0
9273,0
9274,0
9275,0
9276,1
9277,0
9278,1
9279,0
9280,1
9281,1
9282,1
9283,1
9284,0
9285,1
9286,0
9287,0
9288,1
9289,1
9290,0
9291,1
9292,1
9293,0
9294,0
9295,0
9296,0
9297,0
9298,0
9299,0
9300,1
9301,0
9302,0
9303,1
9304,0
9305,0
9306,0
9307,0
9308,1
9309,0
9310,0
9311,1
9312,1
9313,1
9314,0
9315,1
9316,1
9317,0
9318,1
9319,1
9320,0
9321,1
9322,0
9323,0
9324,0
9325,1
9326,0
9327,0
9328,1
9329,1
9330,1
9331,0
9332,1
9333,1
9334,0
9335,0
9336,1
9337,1
9338,1
9339,0
9340,1
9341,0
9342,1
9343,1
9344,0
9345,1
9346,0
9347,1
9348,0
9349,0
9350,0
9351,1
9352,1
9353,0
9354,0
9355,0
9356,1
9357,0
9358,0
9359,0
9360,1
9361,1
9362,0
9363,0
9364,1
9365,0
9366,1
9367,1
9368,1
9369,0
9370,0
9371,1
9372,0
9373,1
9374,0
9375,1
9376,0
9377,1
9378,1
9379,0
9380,1
9381,1
9382,1
9383,1
9384,1
9385,0
9386,1
9387,0
9388,1
9389,1
9390,1
9391,0
9392,1
9393,0
9394,0
9395,1
9396,1
9397,0
9398,1
9399,0
9400,1
9401,0
9402,0
9403,1
9404,1
9405,0
9406,1
9407,1
9408,1
9409,0
9410,0
9411,0
9412,0
9413,1
9414,0
9415,1
9416,0
9417,0
9418,0
9419,0
9420,1
9421,0
9422,0
9423,0
9424,1
9425,0
9426,1
9427,1
9428,0
9429,1
9430,1
9431,0
9432,1
9433,0
9434,1
9435,1
9436,0
9437,1
9438,0
9439,0
9440,0
9441,0
9442,1
9443,1
9444,1
9445,0
9446,1
9447,0
9448,0
9449,1
9450,1
9451,1
9452,0
9453,1
9454,0
9455,1
9456,1
9457,0
9458,0
9459,0
9460,0
9461,0
9462,1
9463,1
9464,1
9465,0
9466,0
9467,1
9468,0
9469,1
9470,1
9471,0
9472,0
9473,1
9474,0
9475,1
9476,0
9477,1
9478,1
9479,0
9480,0
9481,0
9482,0
9483,1
9484,0
9485,0
9486,1
9487,1
9488,0
9489,1
9490,1
9491,0
9492,0
9493,1
9494,0
9495,1
9496,1
9497,1
9498,0
9499,1
9500,0
9501,0
9502,1
9503,1
9504,0
9505,0
9506,1
9507,1
9508,1
9509,0
9510,1
9511,0
9512,0
9513,1
9514,0
9515,0
9516,1
9517,0
9518,0
9519,1
9520,0
9521,0
9522,1
9523,0
9524,0
9525,1
9526,1
9527,1
9528,0
9529,0
9530,0
9531,0
9532,0
9533,0
9534,0
9535,1
9536,0
9537,0
9538,0
9539,1
9540,1
9541,1
9542,0
9543,0
9544,1
9545,1
9546,0
9547,1
9548,0
9549,1
9550,1
9551,0
9552,0
9553,1
9554,0
9555,0
9556,1
9557,0
9558,1
9559,1
9560,0
9561,1
9562,0
9563,1
9564,0
9565,0
9566,0
9567,1
9568,1
9569,0
9570,0
9571,1
9572,0
9573,1
9574,0
9575,1
9576,0
9577,1
9578,1
9579,1
9580,1
9581,1
9582,1
9583,1
9584,0
9585,0
9586,0
9587,0
9588,0
9589,0
9590,0
9591,1
9592,0
9593,1
9594,1
9595,0
9596,0
9597,1
9598,1
9599,1
9600,1
9601,0
9602,0
9603,0
9604,1
9605,1
9606,1
9607,0
9608,0
9609,0
9610,1
9611,1
9612,1
9613,1
9614,0
9615,1
9616,0
9617,1
9618,1
9619,1
9620,1
9621,1
9622,0
9623,1
9624,0
9625,1
9626,1
9627,1
9628,1
9629,0
9630,1
9631,0
9632,0
9633,1
9634,0
9635,0
9636,1
9637,1
9638,0
9639,0
9640,1
9641,1
9642,0
9643,0
9644,0
9645,1
9646,0
9647,1
9648,1
9649,0
9650,1
9651,0
9652,1
9653,0
9654,0
9655,0
9656,0
9657,0
9658,1
9659,1
9660,0
9661,1
9662,1
9663,0
9664,0
9665,1
9666,1
9667,1
9668,1
9669,0
9670,0
9671,1
9672,1
9673,0
9674,0
9675,1
9676,1
9677,0
9678,0
9679,1
9680,0
9681,1
9682,0
9683,1
9684,0
9685,0
9686,0
9687,1
9688,1
9689,1
9690,1
9691,1
9692,0
9693,0
9694,0
9695,0
9696,1
9697,1
9698,1
9699,0
9700,1
9701,0
9702,1
9703,0
9704,1
9705,1
9706,0
9707,1
9708,0
9709,1
9710,1
9711,0
9712,0
9713,1
9714,1
9715,1
9716,0
9717,0
9718,1
9719,1
9720,1
9721,0
9722,1
9723,0
9724,1
9725,0
9726,1
9727,0
9728,1
9729,1
9730,1
9731,1
9732,0
9733,0
9734,1
9735,1
9736,1
9737,0
9738,0
9739,1
9740,1
9741,0
9742,1
9743,0
9744,0
9745,1
9746,0
9747,0
9748,0
9749,0
9750,0
9751,0
9752,0
9753,0
9754,1
9755,1
9756,1
9757,1
9758,0
9759,0
9760,0
9761,0
9762,0
9763,0
9764,1
9765,0
9766,1
9767,0
9768,0
9769,1
9770,0
9771,0
9772,1
9773,0
9774,1
9775,1
9776,0
9777,0
9778,0
9779,1
9780,0
9781,0
9782,1
9783,0
9784,1
9785,0
9786,1
9787,0
9788,0
9789,0
9790,0
9791,1
9792,1
9793,1
9794,0
9795,1
9796,0
9797,0
9798,1
9799,0
9800,0
9801,0
9802,0
9803,0
9804,1
9805,1
9806,0
9807,0
9808,0
9809,0
9810,1
9811,0
9812,0
9813,0
9814,1
9815,0
9816,0
9817,1
9818,0
9819,1
9820,0
9821,1
9822,0
9823,1
9824,1
9825,1
9826,0
9827,1
9828,0
9829,0
9830,0
9831,0
9832,1
9833,0
9834,1
9835,1
9836,1
9837,0
9838,0
9839,1
9840,0
9841,0
9842,0
9843,0
9844,1
9845,1
9846,1
9847,1
9848,0
9849,0
9850,0
9851,0
9852,0
9853,0
9854,1
9855,0
9856,1
9857,0
9858,0
9859,0
9860,0
9861,1
9862,1
9863,0
9864,0
9865,1
9866,1
9867,1
9868,1
9869,1
9870,1
9871,1
9872,1
9873,0
9874,1
9875,1
9876,0
9877,0
9878,1
9879,0
9880,1
9881,0
9882,0
9883,1
9884,0
9885,0
9886,0
9887,1
9888,0
9889,1
9890,1
9891,0
9892,0
9893,0
9894,1
9895,0
9896,0
9897,1
9898,0
9899,1
9900,0
9901,0
9902,0
9903,0
9904,0
9905,1
9906,1
9907,1
9908,0
9909,0
9910,1
9911,0
9912,1
9913,0
9914,1
9915,0
9916,0
9917,1
9918,1
9919,0
9920,1
9921,0
9922,0
9923,0
9924,0
9925,1
9926,0
9927,1
9928,0
9929,1
9930,0
9931,1
9932,0
9933,1
9934,0
9935,0
9936,0
9937,0
9938,1
9939,0
9940,1
9941,0
9942,0
9943,1
9944,1
9945,0
9946,0
9947,0
9948,1
9949,1
9950,1
9951,0
9952,1
9953,0
9954,0
9955,1
9956,0
9957,1
9958,1
9959,0
9960,0
9961,0
9962,1
9963,1
9964,1
9965,0
9966,1
9967,0
9968,1
9969,1
9970,1
9971,0
9972,1
9973,1
9974,0
9975,1
9976,1
9977,1
9978,1
9979,1
9980,0
9981,0
9982,0
9983,1
9984,0
9985,1
9986,0
9987,0
9988,1
9989,1
9990,1
9991,1
9992,0
9993,0
9994,1
9995,1
9996,1
9997,1
9998,1
9999,0
10000,0
10001,1
10002,0
10003,1
10004,1
10005,1
10006,1
10007,1
10008,0
10009,0
10010,1
10011,0
10012,1
10013,1
10014,1
10015,0
10016,0
10017,0
10018,0
10019,0
10020,1
10021,0
10022,1
10023,0
10024,1
10025,1
10026,0
10027,1
10028,1
10029,0
10030,1
10031,0
10032,1
10033,0
10034,1
10035,0
10036,0
10037,0
10038,1
10039,0
10040,1
10041,0
10042,1
10043,1
10044,1
10045,0
10046,1
10047,0
10048,1
10049,1
10050,1
10051,0
10052,0
10053,1
10054,1
10055,1
10056,1
10057,0
10058,0
10059,1
10060,1
10061,1
10062,0
10063,0
10064,1
10065,0
10066,0
10067,0
10068,0
10069,0
10070,0
10071,0
10072,0
10073,1
10074,0
10075,0
10076,1
10077,1
10078,0
10079,1
10080,0
10081,1
10082,0
10083,1
10084,1
10085,1
10086,0
10087,0
10088,0
10089,1
10090,1
10091,1
10092,0
10093,0
10094,0
10095,1
10096,1
10097,0
10098,1
10099,0
10100,0
10101,0
10102,0
10103,1
10104,0
10105,1
10106,1
10107,0
10108,0
10109,1
10110,1
10111,0
10112,0
10113,0
10114,1
10115,1
10116,1
10117,1
10118,1
10119,0
10120,1
10121,1
10122,1
10123,1
10124,0
10125,0
10126,1
10127,1
10128,1
10129,0
10130,0
10131,0
10132,0
10133,1
10134,1
10135,1
10136,1
10137,0
10138,1
10139,1
10140,0
10141,1
10142,0
10143,1
10144,0
10145,0
10146,0
10147,0
10148,0
10149,0
10150,0
10151,0
10152,1
10153,1
10154,1
10155,0
10156,1
10157,0
10158,0
10159,1
10160,1
10161,0
10162,1
10163,0
10164,1
10165,1
10166,1
10167,0
10168,0
10169,1
10170,0
10171,0
10172,1
10173,0
10174,0
10175,1
10176,0
10177,1
10178,1
10179,1
10180,1
10181,0
10182,0
10183,0
10184,0
10185,0
10186,1
10187,0
10188,0
10189,0
10190,1
10191,0
10192,1
10193,1
10194,0
10195,1
10196,1
10197,1
10198,0
10199,0
10200,0
10201,0
10202,0
10203,1
10204,1
10205,1
10206,1
10207,1
10208,1
10209,0
10210,1
10211,1
10212,1
10213,1
10214,0
10215,1
10216,0
10217,0
10218,0
10219,0
10220,0
10221,0
10222,1
10223,1
10224,1
10225,1
10226,0
10227,0
10228,1
10229,1
10230,0
10231,0
10232,0
10233,0
10234,0
10235,0
10236,1
10237,1
10238,0
10239,0
10240,0
10241,0
10242,1
10243,1
10244,1
10245,0
10246,1
10247,1
10248,1
10249,1
10250,1
10251,0
10252,1
10253,0
10254,1
10255,1
10256,0
10257,1
10258,1
10259,1
10260,0
10261,1
10262,1
10263,1
10264,0
10265,1
10266,1
10267,0
10268,0
10269,1
10270,1
10271,0
10272,1
10273,1
10274,1
10275,0
10276,0
10277,0
10278,0
10279,1
10280,1
10281,1
10282,0
10283,1
10284,1
10285,0
10286,1
10287,0
10288,0
10289,1
10290,1
10291,1
10292,0
10293,1
10294,0
10295,1
10296,1
10297,1
10298,0
10299,0
10300,0
10301,0
10302,1
10303,0
10304,1
10305,1
10306,1
10307,1
10308,0
10309,0
10310,0
10311,0
10312,0
10313,1
10314,1
10315,1
10316,0
10317,1
10318,1
10319,1
10320,1
10321,1
10322,0
10323,0
10324,0
10325,0
10326,1
10327,1
10328,1
10329,1
10330,1
10331,1
10332,0
10333,0
10334,0
10335,0
10336,1
10337,0
10338,1
10339,1
10340,0
10341,0
10342,1
10343,1
10344,0
10345,0
10346,0
10347,0
10348,1
10349,0
10350,1
10351,1
10352,1
10353,1
10354,0
10355,1
10356,0
10357,0
10358,0
10359,0
10360,1
10361,0
10362,0
10363,0
10364,0
10365,0
10366,0
10367,0
10368,1
10369,0
10370,0
10371,0
10372,0
10373,1
10374,0
10375,1
10376,0
10377,1
10378,0
10379,0
10380,0
10381,0
10382,0
10383,1
10384,0
10385,0
10386,1
10387,0
10388,1
10389,0
10390,0
10391,0
10392,1
10393,1
10394,1
10395,1
10396,1
10397,1
10398,0
10399,0
10400,0
10401,0
10402,0
10403,1
10404,0
10405,1
10406,0
10407,1
10408,0
10409,0
10410,0
10411,1
10412,1
10413,1
10414,1
10415,1
10416,1
10417,0
10418,1
10419,0
10420,0
10421,0
10422,1
10423,1
10424,0
10425,0
10426,0
10427,1
10428,0
10429,0
10430,1
10431,1
10432,1
10433,0
10434,0
10435,0
10436,1
10437,1
10438,0
10439,0
10440,1
10441,0
10442,1
10443,1
10444,0
10445,0
10446,0
10447,0
10448,0
10449,1
10450,1
10451,0
10452,0
10453,0
10454,0
10455,0
10456,0
10457,1
10458,1
10459,1
10460,0
10461,0
10462,0
10463,0
10464,1
10465,0
10466,1
10467,1
10468,0
10469,0
10470,0
10471,1
10472,1
10473,1
10474,0
10475,1
10476,1
10477,0
10478,0
10479,1
10480,1
10481,0
10482,1
10483,1
10484,1
10485,1
10486,0
10487,0
10488,1
10489,0
10490,0
10491,1
10492,1
10493,0
10494,0
10495,0
10496,0
10497,1
10498,1
10499,1
10500,0
10501,0
10502,0
10503,0
10504,1
10505,0
10506,0
10507,1
10508,0
10509,1
10510,1
10511,1
10512,1
10513,0
10514,1
10515,0
10516,0
10517,0
10518,1
10519,0
10520,0
10521,0
10522,1
10523,0
10524,1
10525,1
10526,0
10527,1
10528,1
10529,1
10530,1
10531,0
10532,1
10533,0
10534,0
10535,0
10536,1
10537,0
10538,0
10539,0
10540,0
10541,1
10542,0
10543,1
10544,0
10545,0
10546,1
10547,0
10548,0
10549,1
10550,1
10551,0
10552,1
10553,0
10554,1
10555,0
10556,1
10557,0
10558,0
10559,0
10560,0
10561,1
10562,0
10563,1
10564,1
10565,1
10566,0
10567,1
10568,1
10569,1
10570,0
10571,0
10572,1
10573,1
10574,0
10575,0
10576,1
10577,0
10578,1
10579,0
10580,0
10581,0
10582,0
10583,1
10584,0
10585,0
10586,1
10587,1
10588,1
10589,0
10590,1
10591,1
10592,0
10593,0
10594,1
10595,0
10596,0
10597,1
10598,0
10599,0
10600,1
10601,1
10602,1
10603,1
10604,0
10605,0
10606,0
10607,1
10608,0
10609,0
10610,1
10611,0
10612,1
10613,1
10614,0
10615,0
10616,1
10617,1
10618,1
10619,0
10620,0
10621,0
10622,1
10623,1
10624,1
10625,0
10626,1
10627,0
10628,0
10629,0
10630,1
10631,1
10632,0
10633,0
10634,0
10635,1
10636,0
10637,1
10638,1
10639,0
10640,0
10641,1
10642,0
10643,0
10644,0
10645,1
10646,1
10647,1
10648,0
10649,0
10650,0
10651,1
10652,1
10653,0
10654,0
10655,1
10656,0
10657,0
10658,0
10659,0
10660,0
10661,0
10662,1
10663,0
10664,0
10665,1
10666,1
10667,1
10668,0
10669,0
10670,0
10671,0
10672,1
10673,1
10674,1
10675,1
10676,1
10677,0
10678,1
10679,0
10680,0
10681,1
10682,1
10683,1
10684,1
10685,0
10686,0
10687,0
10688,1
10689,1
10690,1
10691,0
10692,0
10693,1
10694,0
10695,1
10696,1
10697,0
10698,1
10699,1
10700,1
10701,1
10702,0
10703,1
10704,1
10705,0
10706,0
10707,1
10708,0
10709,1
10710,1
10711,0
10712,0
10713,0
10714,1
10715,1
10716,0
10717,0
10718,1
10719,0
10720,0
10721,1
10722,0
10723,0
10724,1
10725,1
10726,0
10727,0
10728,1
10729,1
10730,0
10731,1
10732,1
10733,1
10734,0
10735,0
10736,1
10737,0
10738,1
10739,0
10740,0
10741,0
10742,0
10743,1
10744,0
10745,1
10746,0
10747,1
10748,0
10749,1
10750,0
10751,1
10752,1
10753,1
10754,0
10755,0
10756,0
10757,0
10758,0
10759,0
10760,1
10761,0
10762,1
10763,1
10764,1
10765,0
10766,1
10767,0
10768,1
10769,1
10770,0
10771,1
10772,0
10773,0
10774,1
10775,0
10776,1
10777,1
10778,0
10779,0
10780,1
10781,0
10782,0
10783,1
10784,0
10785,0
10786,0
10787,0
10788,0
10789,0
10790,0
10791,0
10792,1
10793,1
10794,1
10795,1
10796,0
10797,0
10798,0
10799,0
10800,0
10801,0
10802,1
10803,1
10804,0
10805,0
10806,0
10807,1
10808,0
10809,1
10810,1
10811,0
10812,0
10813,0
10814,0
10815,0
10816,0
10817,0
10818,1
10819,0
10820,0
10821,1
10822,1
10823,1
10824,0
10825,1
10826,1
10827,1
10828,1
10829,0
10830,1
10831,1
10832,0
10833,0
10834,1
10835,0
10836,0
10837,0
10838,1
10839,1
10840,1
10841,0
10842,0
10843,0
10844,1
10845,0
10846,0
10847,0
10848,1
10849,1
10850,1
10851,0
10852,1
10853,0
10854,1
10855,1
10856,0
10857,0
10858,0
10859,0
10860,0
10861,1
10862,1
10863,1
10864,1
10865,0
10866,0
10867,0
10868,1
10869,1
10870,0
10871,1
10872,0
10873,1
10874,0
10875,1
10876,0
10877,1
10878,0
10879,1
10880,0
10881,0
10882,1
10883,1
10884,0
10885,1
10886,0
10887,0
10888,1
10889,0
10890,0
10891,1
10892,1
10893,1
10894,1
10895,0
10896,0
10897,0
10898,1
10899,1
10900,1
10901,0
10902,1
10903,1
10904,0
10905,0
10906,1
10907,1
10908,0
10909,1
10910,0
10911,0
10912,0
10913,1
10914,1
10915,1
10916,1
10917,1
10918,0
10919,0
10920,1
10921,1
10922,0
10923,0
10924,0
10925,1
10926,1
10927,0
10928,0
10929,0
10930,1
10931,0
10932,0
10933,1
10934,0
10935,0
10936,1
10937,0
10938,0
10939,1
10940,0
10941,0
10942,1
10943,0
10944,0
10945,1
10946,1
10947,0
10948,1
10949,0
10950,0
10951,1
10952,1
10953,1
10954,0
10955,1
10956,0
10957,1
10958,0
10959,1
10960,1
10961,0
10962,0
10963,0
10964,0
10965,0
10966,0
10967,1
10968,1
10969,0
10970,0
10971,1
10972,0
10973,1
10974,1
10975,0
10976,1
10977,0
10978,0
10979,0
10980,1
10981,0
10982,0
10983,0
10984,1
10985,0
10986,0
10987,1
10988,0
10989,0
10990,0
10991,1
10992,0
10993,1
10994,1
10995,1
10996,1
10997,1
10998,1
10999,1
11000,1
11001,0
11002,0
11003,0
11004,0
11005,0
11006,0
11007,1
11008,0
11009,1
11010,1
11011,1
11012,0
11013,1
11014,1
11015,0
11016,0
11017,0
11018,0
11019,1
11020,1
11021,0
11022,0
11023,0
11024,0
11025,1
11026,1
11027,1
11028,0
11029,1
11030,1
11031,1
11032,0
11033,1
11034,0
11035,1
11036,0
11037,0
11038,1
11039,0
11040,1
11041,1
11042,1
11043,0
11044,0
11045,0
11046,1
11047,0
11048,0
11049,1
11050,1
11051,1
11052,1
11053,1
11054,1
11055,0
11056,1
11057,1
11058,1
11059,0
11060,1
11061,0
11062,0
11063,1
11064,1
11065,1
11066,0
11067,0
11068,0
11069,0
11070,0
11071,1
11072,1
11073,1
11074,1
11075,0
11076,0
11077,0
11078,0
11079,0
11080,1
11081,0
11082,1
11083,1
11084,1
11085,0
11086,0
11087,0
11088,1
11089,1
11090,0
11091,1
11092,1
11093,0
11094,1
11095,1
11096,1
11097,1
11098,0
11099,0
11100,0
11101,1
11102,0
11103,1
11104,1
11105,0
11106,1
11107,0
11108,0
11109,0
11110,1
11111,1
11112,0
11113,0
11114,0
11115,0
11116,0
11117,1
11118,0
11119,0
11120,1
11121,0
11122,0
11123,1
11124,0
11125,0
11126,0
11127,0
11128,1
11129,1
11130,1
11131,1
11132,0
11133,0
11134,0
11135,0
11136,0
11137,0
11138,1
11139,1
11140,1
11141,1
11142,1
11143,0
11144,1
11145,0
11146,1
11147,1
11148,0
11149,1
11150,1
11151,0
11152,0
11153,1
11154,0
11155,1
11156,0
11157,0
11158,1
11159,0
11160,0
11161,0
11162,1
11163,0
11164,1
11165,0
11166,1
11167,0
11168,0
11169,1
11170,0
11171,1
11172,1
11173,1
11174,0
11175,0
11176,0
11177,0
11178,1
11179,1
11180,1
11181,0
11182,1
11183,1
11184,0
11185,1
11186,0
11187,1
11188,0
11189,1
11190,1
11191,0
11192,1
11193,0
11194,0
11195,0
11196,1
11197,0
11198,1
11199,1
11200,0
11201,0
11202,0
11203,0
11204,1
11205,0
11206,0
11207,1
11208,1
11209,0
11210,1
11211,1
11212,1
11213,0
11214,0
11215,1
11216,1
11217,0
11218,0
11219,1
11220,1
11221,0
11222,1
11223,0
11224,1
11225,0
11226,0
11227,1
11228,1
11229,0
11230,1
11231,1
11232,0
11233,0
11234,0
11235,1
11236,1
11237,0
11238,1
11239,0
11240,0
11241,0
11242,1
11243,1
11244,1
11245,0
11246,0
11247,0
11248,0
11249,1
11250,0
11251,0
11252,1
11253,0
11254,1
11255,1
11256,1
11257,0
11258,0
11259,0
11260,0
11261,0
11262,1
11263,0
11264,0
11265,0
11266,1
11267,0
11268,1
11269,1
11270,0
11271,0
11272,1
11273,0
11274,1
11275,1
11276,1
11277,0
11278,1
11279,1
11280,1
11281,1
11282,1
11283,1
11284,1
11285,0
11286,0
11287,0
11288,0
11289,1
11290,0
11291,0
11292,0
11293,1
11294,0
11295,0
11296,1
11297,0
11298,0
11299,1
11300,0
11301,0
11302,1
11303,0
11304,0
11305,0
11306,1
11307,1
11308,0
11309,0
11310,1
11311,1
11312,1
11313,1
11314,1
11315,0
11316,0
11317,1
11318,0
11319,0
11320,1
11321,1
11322,0
11323,0
11324,1
11325,1
11326,1
11327,0
11328,1
11329,0
11330,1
11331,0
11332,1
11333,1
11334,0
11335,1
11336,0
11337,0
11338,1
11339,1
11340,0
11341,1
11342,1
11343,0
11344,1
11345,0
11346,0
11347,1
11348,1
11349,1
11350,0
11351,0
11352,1
11353,0
11354,0
11355,0
11356,1
11357,0
11358,1
11359,0
11360,1
11361,1
11362,1
11363,1
11364,1
11365,0
11366,0
11367,0
11368,1
11369,1
11370,1
11371,0
11372,0
11373,1
11374,0
11375,0
11376,0
11377,0
11378,1
11379,0
11380,1
11381,0
11382,1
11383,0
11384,0
11385,1
11386,0
11387,1
11388,0
11389,1
11390,0
11391,0
11392,1
11393,1
11394,1
11395,0
11396,0
11397,0
11398,0
11399,0
11400,1
11401,0
11402,1
11403,0
11404,1
11405,1
11406,1
11407,1
11408,1
11409,0
11410,0
11411,0
11412,1
11413,1
11414,1
11415,0
11416,0
11417,0
11418,0
11419,1
11420,1
11421,0
11422,0
11423,0
11424,1
11425,0
11426,0
11427,0
11428,1
11429,0
11430,1
11431,1
11432,0
11433,0
11434,1
11435,0
11436,1
11437,1
11438,1
11439,1
11440,0
11441,1
11442,0
11443,1
11444,1
11445,0
11446,0
11447,0
11448,0
11449,0
11450,1
11451,0
11452,1
11453,0
11454,0
11455,0
11456,0
11457,1
11458,1
11459,0
11460,1
11461,0
11462,1
11463,0
11464,0
11465,0
11466,1
11467,0
11468,1
11469,0
11470,0
11471,0
11472,0
11473,1
11474,0
11475,1
11476,1
11477,1
11478,0
11479,0
11480,0
11481,1
11482,0
11483,1
11484,0
11485,0
11486,1
11487,0
11488,1
11489,1
11490,1
11491,0
11492,0
11493,0
11494,1
11495,1
11496,1
11497,1
11498,1
11499,1
11500,0
11501,0
11502,0
11503,0
11504,1
11505,0
11506,0
11507,1
11508,0
11509,0
11510,1
11511,1
11512,1
11513,1
11514,0
11515,1
11516,0
11517,1
11518,1
11519,1
11520,1
11521,0
11522,0
11523,0
11524,1
11525,1
11526,1
11527,1
11528,0
11529,1
11530,1
11531,0
11532,0
11533,1
11534,0
11535,0
11536,0
11537,1
11538,0
11539,1
11540,0
11541,1
11542,1
11543,0
11544,1
11545,1
11546,0
11547,0
11548,1
11549,1
11550,0
11551,1
11552,1
11553,1
11554,1
11555,0
11556,0
11557,1
11558,0
11559,0
11560,0
11561,1
11562,0
11563,1
11564,0
11565,0
11566,0
11567,0
11568,1
11569,0
11570,0
11571,0
11572,1
11573,1
11574,0
11575,0
11576,1
11577,0
11578,0
11579,0
11580,0
11581,1
11582,1
11583,0
11584,1
11585,0
11586,0
11587,1
11588,0
11589,1
11590,1
11591,1
11592,0
11593,0
11594,1
11595,0
11596,0
11597,1
11598,1
11599,0
11600,0
11601,0
11602,1
11603,1
11604,1
11605,1
11606,0
11607,0
11608,0
11609,1
11610,0
11611,1
11612,0
11613,0
11614,1
11615,1
11616,0
11617,0
11618,0
11619,1
11620,1
11621,0
11622,1
11623,0
11624,0
11625,1
11626,1
11627,0
11628,1
11629,1
11630,1
11631,0
11632,0
11633,1
11634,0
11635,0
11636,0
11637,1
11638,0
11639,1
11640,0
11641,0
11642,0
11643,0
11644,1
11645,0
11646,1
11647,1
11648,1
11649,0
11650,0
11651,0
11652,0
11653,1
11654,1
11655,0
11656,0
11657,1
11658,1
11659,0
11660,0
11661,1
11662,0
11663,1
11664,1
11665,1
11666,0
11667,0
11668,1
11669,0
11670,0
11671,1
11672,0
11673,1
11674,1
11675,0
11676,0
11677,0
11678,1
11679,1
11680,0
11681,0
11682,1
11683,1
11684,1
11685,0
11686,1
11687,1
11688,0
11689,1
11690,0
11691,0
11692,0
11693,1
11694,0
11695,1
11696,0
11697,0
11698,1
11699,1
11700,1
11701,0
11702,1
11703,0
11704,1
11705,1
11706,0
11707,0
11708,1
11709,0
11710,0
11711,0
11712,1
11713,0
11714,0
11715,1
11716,0
11717,1
11718,0
11719,1
11720,1
11721,0
11722,0
11723,0
11724,0
11725,0
11726,1
11727,0
11728,0
11729,1
11730,0
11731,1
11732,1
11733,0
11734,0
11735,1
11736,0
11737,1
11738,0
11739,1
11740,1
11741,1
11742,1
11743,0
11744,0
11745,1
11746,1
11747,1
11748,0
11749,1
11750,1
11751,0
11752,0
11753,1
11754,1
11755,0
11756,1
11757,1
11758,0
11759,0
11760,0
11761,0
11762,1
11763,1
11764,1
11765,1
11766,1
11767,1
11768,0
11769,1
11770,1
11771,0
11772,1
11773,1
11774,0
11775,0
11776,1
11777,0
11778,0
11779,0
11780,1
11781,0
11782,1
11783,1
11784,0
11785,0
11786,0
11787,1
11788,0
11789,1
11790,1
11791,0
11792,0
11793,0
11794,1
11795,0
11796,0
11797,0
11798,0
11799,1
11800,1
11801,1
11802,0
11803,0
11804,1
11805,0
11806,1
11807,1
11808,1
11809,0
11810,1
11811,0
11812,1
11813,1
11814,1
11815,0
11816,1
11817,1
11818,1
11819,1
11820,1
11821,1
11822,0
11823,1
11824,1
11825,1
11826,1
11827,0
11828,1
11829,1
11830,0
11831,1
11832,0
11833,1
11834,0
11835,1
11836,1
11837,1
11838,1
11839,1
11840,1
11841,0
11842,0
11843,1
11844,0
11845,0
11846,1
11847,1
11848,0
11849,1
11850,1
11851,1
11852,1
11853,0
11854,0
11855,0
11856,1
11857,1
11858,0
11859,1
11860,0
11861,0
11862,1
11863,0
11864,0
11865,1
11866,1
11867,1
11868,1
11869,1
11870,1
11871,1
11872,0
11873,1
11874,1
11875,1
11876,1
11877,1
11878,0
11879,0
11880,0
11881,0
11882,0
11883,1
11884,1
11885,0
11886,0
11887,1
11888,1
11889,1
11890,0
11891,1
11892,0
11893,1
11894,0
11895,0
11896,1
11897,0
11898,0
11899,1
11900,1
11901,1
11902,0
11903,1
11904,0
11905,0
11906,0
11907,1
11908,1
11909,0
11910,1
11911,0
11912,0
11913,1
11914,1
11915,1
11916,1
11917,0
11918,1
11919,0
11920,1
11921,0
11922,1
11923,0
11924,1
11925,0
11926,1
11927,1
11928,1
11929,1
11930,1
11931,1
11932,0
11933,1
11934,0
11935,0
11936,1
11937,1
11938,0
11939,0
11940,0
11941,0
11942,1
11943,1
11944,1
11945,1
11946,0
11947,0
11948,1
11949,0
11950,1
11951,1
11952,0
11953,0
11954,0
11955,0
11956,1
11957,0
11958,1
11959,0
11960,1
11961,1
11962,0
11963,1
11964,1
11965,1
11966,0
11967,0
11968,1
11969,1
11970,0
11971,0
11972,0
11973,0
11974,1
11975,0
11976,1
11977,1
11978,0
11979,0
11980,0
11981,1
11982,1
11983,0
11984,0
11985,0
11986,0
11987,1
11988,0
11989,1
11990,1
11991,1
11992,0
11993,0
11994,1
11995,1
11996,1
11997,1
11998,1
11999,0
12000,0
12001,0
12002,1
12003,0
12004,1
12005,1
12006,1
12007,0
12008,1
12009,0
12010,0
12011,0
12012,0
12013,0
12014,0
12015,1
12016,1
12017,0
12018,0
12019,1
12020,0
12021,1
12022,1
12023,1
12024,0
12025,1
12026,1
12027,1
12028,0
12029,0
12030,0
12031,0
12032,0
12033,1
12034,1
12035,1
12036,0
12037,0
12038,1
12039,0
12040,1
12041,0
12042,1
12043,0
12044,1
12045,0
12046,0
12047,0
12048,1
12049,0
12050,1
12051,0
12052,1
12053,1
12054,1
12055,1
12056,1
12057,1
12058,0
12059,1
12060,0
12061,0
12062,0
12063,0
12064,0
